Origin_Country,Destination_Country,Transport_Mode,Carrier_Name,Route_Code,Commodity_Type,Declared_Value_USD,Weight_kg,HS_Code,Document_Status,Compliance_Score,Prior_Offense_Count,Tariff_Category,Route_Risk_Index,Inspection_Type,Customs_Delay_Days,Planned_Transit_Days,Actual_Transit_Days,Shipment_Month,Shipment_Weekeday,Shipment_Weekday,Has_Prior_Offense,Compliance_Risk_Score,Document_Issue,Arrival_Delay_Days
2,9,2,47,254,4,0.09468479237069445,-0.25058162930862843,4116.78,2,-1.6417103944201092,-0.8852634185000411,2,-1.3376241118324002,2,0,-0.06780931339834063,-0.3288027980654736,9,4,4,1,0.8800000000000001,1,0
7,3,3,33,667,2,-0.6312897980225244,0.03081087154814922,1241.21,0,1.3708680091033374,-0.8852634185000411,2,-0.8560027849787196,1,2,0.1987367298341304,0.18329126892899525,11,1,1,1,0.36000000000000004,0,2
3,7,1,0,399,0,-0.29673685778872316,0.888521649297437,8454.46,2,-0.9464999936070058,1.4580981551881098,0,-1.4408286818724745,0,1,-1.0007204647119894,-1.0969438985571769,8,3,3,1,1.96,1,1
7,9,0,33,593,3,1.512528958228934,1.0710840581656478,9883.17,1,0.44392080801920036,-0.2994230250780035,1,1.2768916625161508,2,0,-0.46762837824704717,-0.7128733483113252,2,1,1,1,0.82,1,0
7,0,3,26,82,4,1.073462530402818,-1.0874207151670958,2122.86,0,1.3708680091033374,1.4580981551881098,1,0.14164139207533288,1,0,-1.0007204647119894,-1.2249674153057941,12,6,6,1,1.56,0,0
0,3,3,19,673,2,-0.9323754992655554,-0.2520900036805701,9565.5,2,1.0811970087645448,-0.8852634185000411,0,1.2424901391694594,0,0,0.865101837915308,0.567361819174847,6,2,2,1,0.41,1,0
3,5,2,23,323,1,-1.7022691751157502,0.03837379049211689,1152.68,1,-0.3092237928616614,0.872257761766072,1,-0.9592073550187941,2,1,-1.1339934863282248,-1.2249674153057941,6,5,5,1,1.5499999999999998,1,1
3,0,2,44,250,0,1.5585597432780622,-0.612928231922776,5669.3,2,0.03838140754488987,0.872257761766072,0,0.692065765622396,1,0,-1.1339934863282248,-1.3529909320544113,12,2,2,1,1.49,1,0
6,2,3,49,270,1,-0.4596228413798535,1.639439521513257,2753.8,0,1.6026048093743719,-0.2994230250780035,2,-0.8560027849787196,0,0,1.1316478811477788,0.8234088526720813,5,2,2,1,0.62,0,0
5,3,1,8,866,1,-0.7341203250307909,-1.607234586517197,2512.91,2,0.38598660795144174,-0.2994230250780035,1,0.0040352986885669115,2,0,0.46528277306660143,0.18329126892899525,12,4,4,1,0.83,1,0
9,5,1,29,722,5,-1.5471403102284504,-0.7676593797049751,1158.24,0,1.3708680091033374,1.4580981551881098,1,-0.8904043083254112,0,1,1.39819392438025,1.2074794029179328,10,4,4,1,1.56,0,1
5,0,0,22,315,0,1.707465848963169,-0.8947346587699931,1653.55,0,0.5597892081547178,1.4580981551881098,1,0.8984749057025451,0,1,0.06546370821789489,-0.07275576456823916,8,5,5,1,1.7,0,1
5,0,0,7,885,4,-0.8985726635719249,0.793592283591659,3900.62,0,-0.48302639306493733,-0.8852634185000411,0,0.4512551021955559,1,0,0.865101837915308,0.567361819174847,7,6,6,1,0.6799999999999999,0,0
8,3,3,17,893,1,-1.411924701394146,1.1654802310701817,8711.38,0,-0.6568289932682132,0.28641736834403425,2,-1.0624119250588684,1,3,-1.0007204647119894,-0.8408968650599424,12,1,1,1,1.31,0,3
3,1,0,18,336,0,-1.5844313608039318,0.31670043274173876,2137.45,2,0.6177234082224764,1.4580981551881098,0,-1.6472378219526234,1,8,1.1316478811477788,1.847596986661019,4,6,6,1,1.69,1,8
6,5,2,3,594,0,0.5212594861447851,-1.1298025271712793,1626.23,1,0.6177234082224764,0.28641736834403425,2,-0.37438145812503915,0,0,-1.2672665079444605,-1.4810144488030286,4,2,2,1,1.0899999999999999,1,0
5,7,1,30,194,0,1.537029650567641,-1.2577547680804495,1727.65,0,-0.5988947932004546,0.872257761766072,0,-1.3376241118324002,0,2,-1.2672665079444605,-1.2249674153057941,9,2,2,1,1.6,0,2
3,8,2,34,321,3,1.1206707479518123,0.192747137841902,3041.48,1,0.09631560761264851,-0.2994230250780035,0,-0.8904043083254112,1,4,-1.400539529560696,-1.0969438985571769,11,3,3,1,0.88,1,4
8,1,1,37,388,3,-1.4021241400546776,1.3804902281720208,3851.88,1,1.3708680091033374,-0.2994230250780035,2,0.4512551021955559,0,0,-0.8674474430957537,-1.0969438985571769,6,4,4,1,0.66,1,0
2,5,1,31,621,3,0.8027028261309858,1.3801254120448532,6279.69,2,1.3129338090355793,0.28641736834403425,0,0.967277952395928,2,0,-0.8674474430957537,-1.0969438985571769,3,0,0,1,0.9699999999999999,1,0
7,9,2,46,838,4,0.5103156207837072,-1.4431374862394535,6085.38,0,-1.1782367938780405,-0.8852634185000411,1,1.3800962325562254,2,0,-0.46762837824704717,-0.7128733483113252,12,5,5,1,0.8,0,0
7,4,0,40,713,5,-1.7088552604093874,-1.176884854660118,9099.61,0,0.1542498076804072,-0.8852634185000411,0,0.6576642422757045,0,2,0.06546370821789489,0.05526775218037805,2,4,4,1,0.5700000000000001,0,2
4,7,1,33,570,4,0.5449098105669219,-0.9565008353773148,2988.68,0,0.7335918083579931,0.28641736834403425,0,-0.8904043083254112,0,0,-1.0007204647119894,-1.2249674153057941,6,1,1,1,1.0699999999999998,0,0
0,5,1,29,456,4,0.5367978978912116,1.2138253836145994,8777.67,2,0.5018550080869592,-0.8852634185000411,0,0.244845962115407,1,5,0.865101837915308,1.2074794029179328,12,0,0,1,0.51,1,5
6,7,1,44,730,0,-1.4001318901364253,-0.4583444137303942,4841.44,2,-0.8306315934714885,-0.2994230250780035,0,-0.8904043083254112,2,0,-0.6009013998632827,-0.8408968650599424,9,0,0,1,1.04,1,0
9,1,0,40,219,1,1.3813547300282294,0.4564671036153261,7797.62,2,1.0232628086967863,0.872257761766072,2,0.0040352986885669115,1,1,1.2649209027640145,1.0794558861693158,4,1,1,1,1.3199999999999998,1,1
3,7,3,43,589,5,0.28341385511197403,-0.02493583896091246,8814.1,2,-1.0623683937425232,-0.2994230250780035,2,0.7608688123157791,1,3,1.5314669459964856,1.5915499531637844,5,0,0,1,1.08,1,3
6,3,2,20,497,1,1.5500198026042118,1.577441826979079,7371.53,1,1.4288022091710961,1.4580981551881098,2,-0.44318450481842214,0,0,-0.7341744214795182,-0.9689203818085597,6,5,5,1,1.55,1,0
7,9,1,31,577,3,-1.6726399679089652,1.4885038645925486,1444.2,1,-0.2512895927939027,0.28641736834403425,1,1.6209068959830655,1,3,-1.667085572793167,-1.4810144488030286,12,4,4,1,1.2399999999999998,1,3
2,5,0,23,334,0,1.2388270947273627,-0.6347400269105273,7211.45,2,-1.1782367938780405,-0.2994230250780035,1,0.21044443876871588,1,0,-0.3343553566308117,-0.584849831562708,4,6,6,1,1.1,1,0
6,2,3,45,667,1,1.5350253134800063,0.6818182347834069,1508.41,0,0.21218400774816581,-1.471103811922079,0,-1.3720256351790916,2,0,-0.7341744214795182,-0.9689203818085597,12,6,6,0,0.26,0,0
9,6,0,23,716,0,1.3302331136390988,0.8371807950933957,7043.31,1,0.6756576082902344,0.872257761766072,0,0.692065765622396,0,2,0.7318288162990725,0.6953853359234642,4,0,0,1,1.38,1,2
9,5,3,12,589,3,-0.4740407014235083,-0.7157572699206763,7149.6,1,1.0811970087645448,-0.8852634185000411,1,1.0704825224360024,0,0,0.7318288162990725,0.43933830242622973,3,2,2,1,0.41,1,0
3,4,3,30,801,1,1.0547295508895436,0.5218393473258016,6688.78,2,0.6756576082902344,1.4580981551881098,2,1.036080999089311,2,3,1.1316478811477788,1.2074794029179328,5,4,4,1,1.6800000000000002,1,3
5,2,3,20,370,3,1.3742432083714273,-0.5615522992449684,8532.29,2,-0.42509219299717865,-0.8852634185000411,0,-1.406427158525783,0,13,0.33200975145036593,1.7195734699124017,9,6,6,1,0.6699999999999999,1,13
1,0,1,41,606,0,-0.10437026807321846,0.1491445949506591,6280.41,0,-0.7726973934037304,-0.2994230250780035,2,0.31364900880878993,2,0,0.1987367298341304,-0.07275576456823916,6,0,0,1,1.03,0,0
7,8,1,13,186,5,-1.6202285794457059,-1.6056350081134638,4475.55,2,1.0811970087645448,-0.2994230250780035,2,-0.47758602816511364,0,2,-1.667085572793167,-1.6090379655516458,10,6,6,1,0.71,1,2
1,0,0,46,247,3,0.9561281111452903,-0.9858404708352682,7658.72,1,0.38598660795144174,-0.8852634185000411,0,-1.406427158525783,1,2,0.46528277306660143,0.43933830242622973,2,0,0,1,0.53,1,2
7,6,2,6,414,3,-1.546433566324545,0.10994089266968285,4986.49,1,0.09631560761264851,0.872257761766072,2,0.4856566255422474,1,0,-1.400539529560696,-1.6090379655516458,3,1,1,1,1.48,1,0
6,5,2,15,719,5,1.0438980251027288,-0.7947960870104182,5438.49,2,-0.2512895927939027,-0.8852634185000411,1,-1.4408286818724745,0,0,1.39819392438025,1.0794558861693158,10,0,0,1,0.6399999999999999,1,0
5,4,0,42,495,0,-1.6381687828494684,1.6077215655339632,9595.86,2,1.1391312088323036,-1.471103811922079,1,0.692065765622396,1,2,-0.8674474430957537,-0.8408968650599424,1,3,3,0,0.09999999999999998,1,2
5,9,0,9,46,1,-1.1814707299438298,-0.866300047935205,5786.99,0,0.1542498076804072,1.4580981551881098,2,0.7264672889690875,2,0,-1.667085572793167,-1.8650849990488803,5,0,0,1,1.77,0,0
2,5,1,14,188,1,0.5736040396714578,-0.7631903821471758,5136.71,0,1.5446706093066134,-1.471103811922079,2,0.8296718590091621,1,0,0.33200975145036593,0.05526775218037805,4,5,5,0,0.030000000000000027,0,0
0,2,2,46,254,1,-0.26462480378874126,-0.8750205565134537,7818.87,1,-0.540960593132696,0.872257761766072,1,0.8984749057025451,0,8,-1.1339934863282248,-0.3288027980654736,9,6,6,1,1.5899999999999999,1,8
7,6,1,12,582,2,-1.6763436188098135,-1.3322403992753535,1986.88,1,-1.5837761943523507,-1.471103811922079,1,-1.5784347752592407,0,5,0.7318288162990725,1.0794558861693158,5,0,0,0,0.5700000000000001,1,5
1,4,0,29,76,4,-0.07449220737914275,-1.3955780915073959,1043.62,2,-0.07748699259062743,1.4580981551881098,0,-0.09916927135150758,1,3,-0.7341744214795182,-0.584849831562708,10,0,0,1,1.81,1,3
2,1,2,39,880,5,-1.123063394456794,-0.22866459889957852,2166.97,0,-0.36715799292942003,-0.2994230250780035,0,0.4168535788488644,0,4,1.2649209027640145,1.4635264364151672,3,5,5,1,0.96,0,4
3,7,0,36,152,0,-0.4213584181640838,0.4381350932251705,3330.19,0,-0.019552792522868775,-0.8852634185000411,2,1.2424901391694594,0,0,0.5985557946828369,0.3113147856776125,4,2,2,1,0.6000000000000001,0,0
0,1,1,39,311,3,0.5683653182590084,-1.1694973280849805,7594.44,1,-1.525841994284592,0.872257761766072,2,0.4856566255422474,1,2,-1.2672665079444605,-1.2249674153057941,12,0,0,1,1.76,1,2
0,2,2,32,256,1,1.5492241824548452,0.2631566503851871,2496.39,1,-0.42509219299717865,0.872257761766072,0,0.4856566255422474,2,2,1.39819392438025,1.33550291966655,11,6,6,1,1.5699999999999998,1,2
1,2,1,9,185,2,-0.12996022767629486,0.1594646819326412,8141.91,2,1.4867364092388546,-1.471103811922079,2,-0.37438145812503915,1,0,0.33200975145036593,0.05526775218037805,12,4,4,0,0.040000000000000036,1,0
5,8,2,19,710,5,-1.47847238995544,-0.6276050653465056,5722.94,2,1.197065408900062,0.872257761766072,1,-1.6472378219526234,1,2,-1.0007204647119894,-0.9689203818085597,3,2,2,1,1.29,1,2
5,1,1,26,844,1,1.111077090511777,-0.7565184564368665,9889.69,2,-1.3520393940813165,-1.471103811922079,1,0.692065765622396,0,0,-1.2672665079444605,-1.4810144488030286,8,2,2,0,0.53,1,0
0,7,3,5,273,2,0.8344600861590875,1.0549690073175086,3146.46,2,-0.7726973934037304,1.4580981551881098,2,-1.09681344840556,2,4,1.5314669459964856,1.7195734699124017,12,5,5,1,1.9300000000000002,1,4
0,3,3,29,417,1,0.8886134490333812,1.0666150606078488,4681.24,2,1.6605390094421306,-1.471103811922079,0,-0.3055784114316563,2,2,-0.46762837824704717,-0.45682631481409075,10,5,5,0,0.010000000000000009,1,2
1,0,1,24,249,5,-0.5391478837983718,1.496971808159681,3369.59,0,1.2549996089678208,0.872257761766072,0,-0.23677536473827335,0,5,0.06546370821789489,0.43933830242622973,1,0,0,1,1.2799999999999998,0,5
4,5,2,0,289,3,0.8895064775477726,0.8850208176155817,5891.85,1,-1.4099735941490747,1.4580981551881098,2,1.3800962325562254,2,0,-0.3343553566308117,-0.584849831562708,8,6,6,1,2.04,1,0
6,7,1,23,329,4,-0.6114533310456071,1.3746110759688248,4912.83,2,-0.42509219299717865,-0.8852634185000411,2,-1.6816393452993148,2,5,-0.3343553566308117,0.05526775218037805,11,0,0,1,0.6699999999999999,1,5
7,8,0,25,37,4,1.4278149650954246,-1.418315958202572,9229.85,2,-0.6568289932682132,-1.471103811922079,2,1.5521038492896826,2,2,1.1316478811477788,1.0794558861693158,5,0,0,0,0.41000000000000003,1,2
7,2,0,44,480,0,0.47479854006762623,-0.17798322000233965,6546.89,1,-0.7147631933359718,0.28641736834403425,0,-0.5807905982051879,2,2,0.06546370821789489,0.05526775218037805,8,3,3,1,1.3199999999999998,1,2
5,0,1,28,36,2,0.6165298442091628,0.8774859614506269,2121.4,1,0.9653286086290276,1.4580981551881098,2,1.0016794757426193,2,3,-0.3343553566308117,-0.20077928131685638,4,3,3,1,1.63,1,3
4,7,3,21,170,3,-1.5259579013902727,0.17305408266962233,5906.13,0,-0.2512895927939027,-0.2994230250780035,1,1.345694709209534,1,1,1.5314669459964856,1.33550291966655,2,5,5,1,0.94,0,1
5,7,1,30,698,4,-0.5039194731275477,-1.3287886774567708,3785.32,0,-1.2361709939457992,0.872257761766072,2,0.8984749057025451,0,0,-0.7341744214795182,-0.9689203818085597,8,2,2,1,1.71,0,0
3,6,1,35,260,5,-1.433466170263986,0.6989716084550225,5183.95,0,-1.525841994284592,0.28641736834403425,2,1.1048840457826934,0,0,-0.7341744214795182,-0.9689203818085597,8,6,6,1,1.46,0,0
9,4,2,35,434,3,0.7340221076786292,-1.4528261606936461,5097.68,2,-1.4679077942168335,-0.8852634185000411,2,1.6897099426764486,1,2,-0.20108233501457615,-0.20077928131685638,12,4,4,1,0.8500000000000001,1,2
3,7,2,39,302,1,1.105262451028741,1.554240924430191,7484.45,0,1.6605390094421306,0.872257761766072,0,0.8640733823558535,0,0,0.7318288162990725,0.43933830242622973,1,1,1,1,1.21,0,0
0,7,0,32,821,0,-0.41562056775712575,-1.44535444578147,4588.91,0,0.9653286086290276,0.872257761766072,2,0.21044443876871588,0,0,1.5314669459964856,1.2074794029179328,3,4,4,1,1.33,0,0
9,4,1,22,593,0,-1.3390831526342901,-0.02456400713899214,3153.21,2,-1.699644594487868,-0.2994230250780035,0,-0.09916927135150758,1,4,-0.46762837824704717,-0.20077928131685638,6,1,1,1,1.19,1,4
3,9,2,2,263,5,-1.530332034686878,-1.3227060701057316,5835.53,0,-1.3520393940813165,0.28641736834403425,1,0.520058148888939,2,1,0.46528277306660143,0.3113147856776125,2,1,1,1,1.43,0,1
3,7,1,0,270,2,1.6256698407206327,-0.4334948229145,3024.68,2,-0.7726973934037304,1.4580981551881098,0,1.2768916625161508,0,3,-1.400539529560696,-1.2249674153057941,2,1,1,1,1.9300000000000002,1,3
0,8,0,24,25,2,-0.9474929931134787,1.6097140228438769,6374.88,0,-1.699644594487868,1.4580981551881098,1,1.6209068959830655,0,6,-1.2672665079444605,-0.7128733483113252,3,3,3,1,2.09,0,6
7,1,0,22,38,0,-1.4693863936294778,0.18807468513625963,9071.24,0,1.6026048093743719,-0.8852634185000411,0,0.07283834538194989,2,2,-1.2672665079444605,-1.2249674153057941,7,0,0,1,0.32,0,2
7,5,0,19,670,1,0.4663026820115243,0.6808430532127098,9017.88,2,-0.19335539272614405,-0.2994230250780035,1,0.4512551021955559,0,2,0.7318288162990725,0.6953853359234642,9,2,2,1,0.9299999999999999,1,2
3,6,2,47,702,0,-1.5681570537450888,-0.7596123778230353,9920.92,2,1.5446706093066134,-1.471103811922079,2,1.345694709209534,1,4,-0.7341744214795182,-0.45682631481409075,12,2,2,0,0.030000000000000027,1,4
4,6,0,36,654,2,-0.13900498542436332,0.4182455985998003,1349.16,2,-0.7726973934037304,-0.8852634185000411,1,-1.0624119250588684,0,2,1.1316478811477788,1.0794558861693158,1,5,5,1,0.73,1,2
4,0,0,6,336,4,0.3069383307705383,-1.465377238607151,1046.45,0,1.6026048093743719,-0.8852634185000411,0,1.6897099426764486,1,0,0.7318288162990725,0.43933830242622973,4,2,2,1,0.32,0,0
9,4,3,15,808,4,0.7058696681664228,0.12640672825548285,6304.12,0,-0.6568289932682132,-0.2994230250780035,1,1.0704825224360024,2,0,-1.1339934863282248,-1.3529909320544113,4,1,1,1,1.01,0,0
8,0,3,24,459,0,1.4471338168187773,1.121148055924604,9408.85,0,1.5446706093066134,0.28641736834403425,0,0.7952703356624705,2,0,1.39819392438025,1.0794558861693158,4,4,4,1,0.9299999999999999,0,0
2,0,3,33,490,5,0.410617092665484,-0.2828748722576857,7984.97,0,1.4867364092388546,0.28641736834403425,0,1.2768916625161508,1,3,0.1987367298341304,0.3113147856776125,5,4,4,1,0.94,0,3
4,8,0,9,639,3,1.7131297543339035,-1.2129735884706658,9984.51,2,0.3280524078836831,0.872257761766072,0,-0.40878298147173064,1,5,-1.400539529560696,-0.9689203818085597,8,6,6,1,1.44,1,5
6,8,3,36,666,2,1.6526427147030813,1.1891511851675354,4522.65,2,1.1391312088323036,-0.8852634185000411,2,-0.09916927135150758,1,0,1.664739967612721,1.33550291966655,2,1,1,1,0.39999999999999997,1,0
7,8,3,13,437,0,-1.5300803371597327,1.2676497937612796,5176.57,0,1.0811970087645448,1.4580981551881098,2,1.72411146602314,2,0,1.39819392438025,1.0794558861693158,8,3,3,1,1.6099999999999999,0,0
4,9,2,49,569,1,1.7457423593483212,0.19355394273852203,6400.95,0,0.907394408561269,0.28641736834403425,2,1.5177023259429911,0,0,-1.2672665079444605,-1.4810144488030286,11,5,5,1,1.04,0,0
8,2,2,15,106,2,-0.15681720703466231,-1.2867927286640142,9313.37,0,1.5446706093066134,1.4580981551881098,2,0.382452055502173,2,0,0.865101837915308,0.567361819174847,3,3,3,1,1.53,0,0
4,8,2,30,231,5,-0.9299097167114871,0.5973282228704156,1430.87,1,0.38598660795144174,1.4580981551881098,2,-0.47758602816511364,2,3,-1.2672665079444605,-1.0969438985571769,2,1,1,1,1.73,1,3
1,5,3,3,890,4,0.08623586097219615,0.9467519157491375,7566.18,0,0.03838140754488987,1.4580981551881098,0,1.208088615822768,2,2,-0.20108233501457615,-0.20077928131685638,10,6,6,1,1.79,0,2
6,3,1,14,161,0,0.19632579970971184,0.21267171094103812,6105.51,1,1.3129338090355793,0.872257761766072,1,-0.33997993477834765,2,0,0.06546370821789489,-0.20077928131685638,3,1,1,1,1.27,1,0
9,2,1,37,434,5,0.7264882461033966,-0.9957606632163167,8242.63,2,-1.2941051940135577,-0.8852634185000411,0,-1.6816393452993148,2,3,-0.6009013998632827,-0.45682631481409075,12,6,6,1,0.8200000000000001,1,3
8,4,1,27,683,0,-0.505060644119266,0.31331185217593505,1744.38,2,-0.36715799292942003,0.872257761766072,1,-0.20237384139158185,2,6,1.1316478811477788,1.5915499531637844,3,6,6,1,1.56,1,6
1,3,2,10,335,1,0.06422299249643137,0.9861099633146844,1126.73,1,-0.36715799292942003,0.28641736834403425,1,0.4168535788488644,2,1,1.5314669459964856,1.33550291966655,7,3,3,1,1.2599999999999998,1,1
6,3,2,44,406,3,1.277941174849739,1.5621335810275598,1693.65,0,-1.2361709939457992,0.28641736834403425,1,1.4833008025962997,1,4,0.5985557946828369,0.8234088526720813,8,6,6,1,1.41,0,4
8,7,3,18,21,0,-0.12688439857338263,1.668091618885395,3815.89,2,-0.019552792522868775,1.4580981551881098,2,-0.5807905982051879,2,0,-0.46762837824704717,-0.7128733483113252,9,3,3,1,1.8,1,0
4,1,1,27,80,5,0.4802462984093997,-0.9013644903117831,6083.53,0,-1.4679077942168335,-0.2994230250780035,1,-1.2688210651390173,2,1,0.7318288162990725,0.567361819174847,11,0,0,1,1.15,0,1
4,0,2,15,744,3,-1.0928291177709109,-0.5349137062670037,3419.4,0,1.3708680091033374,-0.8852634185000411,2,-0.09916927135150758,2,3,-0.8674474430957537,-0.7128733483113252,9,3,3,1,0.36000000000000004,0,3
0,9,1,23,772,2,0.599247325021811,-1.136909425956288,8354.97,1,-1.0623683937425232,1.4580981551881098,0,-1.5784347752592407,0,0,-1.0007204647119894,-1.2249674153057941,11,1,1,1,1.98,1,0
5,9,1,21,646,0,-1.109794526514458,-1.4272890317919364,5500.85,0,-1.3520393940813165,-0.2994230250780035,0,-0.13357079469819885,2,0,-1.400539529560696,-1.6090379655516458,12,3,3,1,1.13,0,0
7,6,2,10,78,3,-1.007633770891985,-0.470306173284629,2479.88,1,-0.019552792522868775,0.872257761766072,2,0.6576642422757045,1,0,-1.5338125511769314,-1.737061482300263,6,1,1,1,1.5,1,0
6,2,0,13,619,5,1.3170133053842574,1.4626440137321906,9214.29,0,-1.525841994284592,0.28641736834403425,1,-0.7527982149386452,1,0,1.664739967612721,1.33550291966655,1,2,2,1,1.46,0,0
4,0,0,40,448,5,1.082274076882797,0.8632020069330771,9586.76,1,-1.120302593810282,-0.8852634185000411,2,-0.9936088783654856,1,2,-1.5338125511769314,-1.4810144488030286,12,0,0,1,0.79,1,2
8,7,3,35,662,0,0.42747798294436906,-0.45418410674173665,2079.52,0,-0.13542119265838543,0.872257761766072,0,0.8640733823558535,1,1,1.1316478811477788,0.9514323694206985,10,0,0,1,1.52,0,1
1,9,0,15,317,3,-1.598687110575866,-0.8586810034332114,7421.26,1,0.7335918083579931,1.4580981551881098,1,1.3800962325562254,1,0,-1.400539529560696,-1.6090379655516458,9,1,1,1,1.67,1,0
8,5,3,36,686,5,-1.3531078241680259,-0.18157525571598662,9331.56,0,0.09631560761264851,-0.2994230250780035,2,-0.8904043083254112,2,11,1.1316478811477788,2.2316675369068704,6,6,6,1,0.88,0,11
5,6,0,1,79,0,-0.7884599725155709,-0.4251110676844057,2657.74,1,-1.699644594487868,1.4580981551881098,0,-0.6151921215518793,2,5,-0.7341744214795182,-0.3288027980654736,2,3,3,1,2.09,1,5
5,9,0,3,851,3,-1.309244908498181,1.3572612628441192,3712.66,0,0.3280524078836831,0.28641736834403425,2,0.6232627189290134,0,0,-1.1339934863282248,-1.3529909320544113,3,4,4,1,1.14,0,0
3,6,1,6,546,4,1.0229424284429671,-0.0043588062497272794,6070.7,0,-1.4679077942168335,-0.2994230250780035,0,0.14164139207533288,0,0,1.5314669459964856,1.2074794029179328,3,6,6,1,1.15,0,0
7,1,1,2,836,4,-0.22260980301452035,-1.29227900196103,3267.42,0,-0.7726973934037304,1.4580981551881098,2,-0.47758602816511364,1,6,0.46528277306660143,0.9514323694206985,4,4,4,1,1.9300000000000002,0,6
4,0,3,43,164,0,0.5238525394823532,0.24684516008395777,8361.75,0,-0.540960593132696,0.28641736834403425,1,1.6897099426764486,2,3,-0.46762837824704717,-0.3288027980654736,5,0,0,1,1.29,0,3
7,5,3,18,514,0,-1.3718848862990487,-1.2044916135140264,4862.59,0,-0.8885657935392471,-0.2994230250780035,1,-1.1656164950989427,2,0,0.06546370821789489,-0.20077928131685638,4,5,5,1,1.0499999999999998,0,0
