Origin_Country,Destination_Country,Transport_Mode,Carrier_Name,Route_Code,Commodity_Type,Declared_Value_USD,Weight_kg,HS_Code,Document_Status,Compliance_Score,Prior_Offense_Count,Tariff_Category,Route_Risk_Index,Inspection_Type,Customs_Delay_Days,Planned_Transit_Days,Actual_Transit_Days,Shipment_Month,Shipment_Weekday,Has_Prior_Offense,Compliance_Risk_Score,Document_Issue,Route_Risk_Level
7,6,2,6,414,3,-1.546433566324545,0.10994089266968293,4986.49,1,0.09631560761264865,0.8722577617660718,2,0.48565662554224726,1,0,-1.400539529560696,-1.6090379655516458,3,1,1,0.7942162288270048,1,2
6,5,2,15,719,5,1.0438980251027288,-0.7947960870104179,5438.49,2,-0.2512895927939025,-0.885263418500041,1,-1.4408286818724743,0,0,1.39819392438025,1.0794558861693158,10,0,1,-0.7571135906446407,1,1
5,4,0,42,495,0,-1.6381687828494684,1.607721565533963,9595.86,2,1.1391312088323036,-1.4711038119220787,1,0.6920657656223957,1,2,-0.8674474430957538,-0.8408968650599425,1,3,0,-1.7543970460192697,1,0
5,9,0,9,46,1,-1.1814707299438298,-0.8663000479352048,5786.99,0,0.1542498076804073,1.4580981551881096,2,0.7264672889690873,2,0,-1.667085572793167,-1.8650849990488803,5,0,1,1.329794380787454,0,0
2,5,1,14,188,1,0.5736040396714578,-0.7631903821471756,5136.71,0,1.5446706093066134,-1.4711038119220787,2,0.8296718590091617,1,0,0.3320097514503658,0.05526775218037796,4,5,0,-1.88367453097524,0,0
0,2,2,46,254,1,-0.2646248037887413,-0.8750205565134535,7818.87,1,-0.5409605931326957,0.8722577617660718,1,0.8984749057025447,0,8,-1.1339934863282248,-0.3288027980654737,9,6,1,0.9973665623292439,1,0
7,6,1,12,582,2,-1.6763436188098135,-1.3322403992753533,1986.88,1,-1.5837761943523503,-1.4711038119220787,1,-1.5784347752592403,0,5,0.7318288162990724,1.0794558861693158,5,0,0,-0.8863910756006108,1,1
1,4,0,29,76,4,-0.07449220737914279,-1.3955780915073956,1043.62,2,-0.07748699259062726,1.4580981551881096,0,-0.09916927135150762,1,3,-0.7341744214795183,-0.5848498315627081,10,0,1,1.403667229333723,1,2
2,1,2,39,880,5,-1.123063394456794,-0.2286645988995784,2166.97,0,-0.3671579929294198,-0.2994230250780034,0,0.41685357884886426,0,4,1.2649209027640145,1.4635264364151672,3,5,1,-0.1661308022744899,0,2
3,7,0,36,152,0,-0.42135841816408387,0.4381350932251706,3330.19,0,-0.01955279252286862,-0.885263418500041,2,1.2424901391694592,0,0,0.5985557946828368,0.3113147856776124,4,2,1,-0.8309864391909091,0,0
0,1,1,39,311,3,0.5683653182590084,-1.1694973280849803,7594.44,1,-1.5258419942845916,0.8722577617660718,2,0.48565662554224726,1,2,-1.2672665079444605,-1.2249674153057941,12,0,1,1.3113261686508866,1,2
0,2,2,32,256,1,1.5492241824548452,0.26315665038518715,2496.39,1,-0.42509219299717843,0.8722577617660718,0,0.48565662554224726,2,2,1.39819392438025,1.33550291966655,11,6,1,0.9604301380561094,1,2
1,2,1,9,185,2,-0.1299602276762949,0.15946468193264127,8141.91,2,1.4867364092388546,-1.4711038119220787,2,-0.37438145812503915,1,0,0.3320097514503658,0.05526775218037796,12,4,0,-1.8652063188386727,1,2
5,8,2,19,710,5,-1.47847238995544,-0.6276050653465054,5722.94,2,1.197065408900062,0.8722577617660718,1,-1.647237821952623,1,2,-1.0007204647119894,-0.9689203818085598,3,2,1,0.443320198232228,1,1
5,1,1,26,844,1,1.111077090511777,-0.7565184564368663,9889.69,2,-1.352039394081316,-1.4711038119220787,1,0.6920657656223957,0,0,-1.2672665079444605,-1.4810144488030286,8,2,0,-0.9602639241468797,1,0
0,7,3,5,273,2,0.8344600861590875,1.0549690073175084,3146.46,2,-0.7726973934037302,1.4580981551881096,2,-1.0968134484055598,2,4,1.5314669459964856,1.7195734699124017,12,5,1,1.6252857749725296,1,1
0,3,3,29,417,1,0.8886134490333812,1.0666150606078486,4681.24,2,1.6605390094421306,-1.4711038119220787,0,-0.3055784114316563,2,2,-0.4676283782470473,-0.45682631481409086,10,5,0,-1.9206109552483746,1,2
1,0,1,24,249,5,-0.5391478837983718,1.4969718081596808,3369.59,0,1.2549996089678208,0.8722577617660718,0,-0.23677536473827338,0,5,0.06546370821789478,0.4393383024262296,1,0,1,0.4248519860956604,0,2
4,5,2,0,289,3,0.8895064775477726,0.8850208176155817,5891.85,1,-1.4099735941490743,1.4580981551881096,2,1.3800962325562252,2,0,-0.3343553566308118,-0.5848498315627081,8,6,1,1.8284361084747685,1,0
6,7,1,23,329,4,-0.6114533310456071,1.3746110759688246,4912.83,2,-0.42509219299717843,-0.885263418500041,2,-1.6816393452993144,2,5,-0.3343553566308118,0.05526775218037796,11,0,1,-0.701708954234939,1,1
7,8,0,25,37,4,1.4278149650954246,-1.4183159582025717,9229.85,2,-0.656828993268213,-1.4711038119220787,2,1.5521038492896821,2,2,1.1316478811477788,1.0794558861693158,5,0,0,-1.1818824697856862,1,0
7,2,0,44,480,0,0.4747985400676262,-0.17798322000233954,6546.89,1,-0.7147631933359716,0.28641736834403425,0,-0.5807905982051879,2,2,0.06546370821789478,0.05526775218037796,8,3,1,0.4987248346419293,1,1
5,0,1,28,36,2,0.6165298442091628,0.8774859614506269,2121.4,1,0.9653286086290276,1.4580981551881096,2,1.001679475742619,2,3,-0.3343553566308118,-0.20077928131685646,4,3,1,1.0712394108755128,1,0
4,7,3,21,170,3,-1.5259579013902727,0.17305408266962238,5906.13,0,-0.2512895927939025,-0.2994230250780034,1,1.3456947092095337,1,1,1.5314669459964856,1.33550291966655,2,5,1,-0.20306722654762435,0,0
5,7,1,30,698,4,-0.5039194731275477,-1.3287886774567705,3785.32,0,-1.2361709939457988,0.8722577617660718,2,0.8984749057025447,0,0,-0.7341744214795183,-0.9689203818085598,8,2,1,1.2189851079680505,0,0
3,6,1,35,260,5,-1.433466170263986,0.6989716084550225,5183.95,0,-1.5258419942845916,0.28641736834403425,2,1.1048840457826932,0,0,-0.7341744214795183,-0.9689203818085598,8,6,1,0.7572798045538705,0,0
9,4,2,35,434,3,0.7340221076786292,-1.452826160693646,5097.68,2,-1.467907794216833,-0.885263418500041,2,1.6897099426764481,1,2,-0.20108233501457626,-0.20077928131685646,12,4,1,-0.36928113577672894,1,0
3,7,2,39,302,1,1.105262451028741,1.5542409244301907,7484.45,0,1.6605390094421306,0.8722577617660718,0,0.8640733823558532,0,0,0.7318288162990724,0.4393383024262296,1,1,1,0.29557450113969025,0,0
0,7,0,32,821,0,-0.4156205677571258,-1.4453544457814698,4588.91,0,0.9653286086290276,0.8722577617660718,2,0.21044443876871574,0,0,1.5314669459964856,1.2074794029179328,3,4,1,0.517193046778497,0,2
9,4,1,22,593,0,-1.3390831526342901,-0.02456400713899204,3153.21,2,-1.6996445944878675,-0.2994230250780034,0,-0.09916927135150762,1,4,-0.4676283782470473,-0.20077928131685646,6,1,1,0.2586380768665558,1,2
3,9,2,2,263,5,-1.530332034686878,-1.3227060701057314,5835.53,0,-1.352039394081316,0.28641736834403425,1,0.5200581488889388,2,1,0.4652827730666013,0.3113147856776124,2,1,1,0.7018751681441687,0,2
3,7,1,0,270,2,1.6256698407206327,-0.4334948229144998,3024.68,2,-0.7726973934037302,1.4580981551881096,0,1.2768916625161506,0,3,-1.400539529560696,-1.2249674153057941,2,1,1,1.6252857749725296,1,0
0,8,0,24,25,2,-0.9474929931134787,1.6097140228438767,6374.88,0,-1.6996445944878675,1.4580981551881096,1,1.620906895983065,0,6,-1.2672665079444605,-0.7128733483113253,3,3,1,1.9207771691576043,0,0
7,1,0,22,38,0,-1.4693863936294778,0.1880746851362597,9071.24,0,1.6026048093743719,-0.885263418500041,0,0.0728383453819498,2,2,-1.2672665079444605,-1.2249674153057941,7,0,1,-1.3480963790147908,0,2
7,5,0,19,670,1,0.46630268201152425,0.6808430532127098,9017.88,2,-0.19335539272614388,-0.2994230250780034,1,0.45125510219555576,0,2,0.7318288162990724,0.6953853359234641,9,2,1,-0.22153543868419157,1,2
3,6,2,47,702,0,-1.5681570537450888,-0.759612377823035,9920.92,2,1.5446706093066134,-1.4711038119220787,2,1.3456947092095337,1,4,-0.7341744214795183,-0.45682631481409086,12,2,0,-1.88367453097524,1,0
4,6,0,36,654,2,-0.13900498542436335,0.41824559859980037,1349.16,2,-0.7726973934037302,-0.885263418500041,1,-1.0624119250588682,0,2,1.1316478811477788,1.0794558861693158,1,5,1,-0.5908996814155356,1,1
4,0,0,6,336,4,0.3069383307705382,-1.4653772386071509,1046.45,0,1.6026048093743719,-0.885263418500041,0,1.6897099426764481,1,0,0.7318288162990724,0.4393383024262296,4,2,1,-1.3480963790147908,0,0
9,4,3,15,808,4,0.7058696681664228,0.1264067282554829,6304.12,0,-0.656828993268213,-0.2994230250780034,1,1.0704825224360022,2,0,-1.1339934863282248,-1.3529909320544113,4,1,1,-0.0737897415916538,0,0
8,0,3,24,459,0,1.4471338168187773,1.1211480559246039,9408.85,0,1.5446706093066134,0.28641736834403425,0,0.7952703356624702,2,0,1.39819392438025,1.0794558861693158,4,4,1,-0.22153543868419157,0,0
2,0,3,33,490,5,0.41061709266548396,-0.28287487225768554,7984.97,0,1.4867364092388546,0.28641736834403425,0,1.2768916625161506,1,3,0.1987367298341303,0.3113147856776124,5,4,1,-0.20306722654762435,0,0
4,8,0,9,639,3,1.7131297543339035,-1.2129735884706656,9984.51,2,0.32805240788368323,0.8722577617660718,0,-0.4087829814717306,1,5,-1.400539529560696,-0.9689203818085598,8,6,1,0.720343380280736,1,2
6,8,3,36,666,2,1.6526427147030813,1.1891511851675352,4522.65,2,1.1391312088323036,-0.885263418500041,2,-0.09916927135150762,1,0,1.664739967612721,1.33550291966655,2,1,1,-1.2003506819222536,1,2
7,8,3,13,437,0,-1.5300803371597327,1.2676497937612794,5176.57,0,1.0811970087645448,1.4580981551881096,2,1.7241114660231396,2,0,1.39819392438025,1.0794558861693158,8,3,1,1.0343029866023783,0,0
4,9,2,49,569,1,1.7457423593483212,0.19355394273852208,6400.95,0,0.907394408561269,0.28641736834403425,2,1.5177023259429907,0,0,-1.2672665079444605,-1.4810144488030286,11,5,1,-0.018385105181952126,0,0
8,2,2,15,106,2,-0.15681720703466234,-1.286792728664014,9313.37,0,1.5446706093066134,1.4580981551881096,2,0.3824520555021728,2,0,0.8651018379153079,0.5673618191748468,3,3,1,0.886557289509841,0,2
4,8,2,30,231,5,-0.9299097167114871,0.5973282228704156,1430.87,1,0.38598660795144185,1.4580981551881096,2,-0.4775860281651136,2,3,-1.2672665079444605,-1.0969438985571769,2,1,1,1.255921532241185,1,2
1,5,3,3,890,4,0.08623586097219611,0.9467519157491375,7566.18,0,0.038381407544890014,1.4580981551881096,0,1.2080886158227677,2,2,-0.20108233501457626,-0.20077928131685646,10,6,1,1.3667308050605884,0,0
6,3,1,14,161,0,0.1963257997097118,0.21267171094103818,6105.51,1,1.3129338090355793,0.8722577617660718,1,-0.33997993477834765,2,0,0.06546370821789478,-0.20077928131685646,3,1,1,0.4063837739590936,1,2
9,2,1,37,434,5,0.7264882461033966,-0.9957606632163165,8242.63,2,-1.2941051940135573,-0.885263418500041,0,-1.6816393452993144,2,3,-0.6009013998632828,-0.45682631481409086,12,6,1,-0.4246857721864306,1,1
8,4,1,27,683,0,-0.505060644119266,0.3133118521759351,1744.38,2,-0.3671579929294198,0.8722577617660718,1,-0.20237384139158188,2,6,1.1316478811477788,1.5915499531637844,3,6,1,0.9419619259195426,1,2
1,3,2,10,335,1,0.06422299249643133,0.9861099633146844,1126.73,1,-0.3671579929294198,0.28641736834403425,1,0.41685357884886426,2,1,1.5314669459964856,1.33550291966655,7,3,1,0.38791556182252596,1,2
6,3,2,44,406,3,1.277941174849739,1.5621335810275596,1693.65,0,-1.2361709939457988,0.28641736834403425,1,1.4833008025962995,1,4,0.5985557946828368,0.8234088526720812,8,6,1,0.6649387438710344,0,0
8,7,3,18,21,0,-0.12688439857338266,1.6680916188853947,3815.89,2,-0.01955279252286862,1.4580981551881096,2,-0.5807905982051879,2,0,-0.4676283782470473,-0.7128733483113253,9,3,1,1.3851990171971555,1,1
4,1,1,27,80,5,0.48024629840939964,-0.9013644903117829,6083.53,0,-1.467907794216833,-0.2994230250780034,1,-1.268821065139017,2,1,0.7318288162990724,0.5673618191748468,11,0,1,0.1847652283202869,0,1
4,0,2,15,744,3,-1.0928291177709109,-0.5349137062670035,3419.4,0,1.3708680091033374,-0.885263418500041,2,-0.09916927135150762,2,3,-0.8674474430957538,-0.7128733483113253,9,3,1,-1.274223530468522,0,2
0,9,1,23,772,2,0.599247325021811,-1.1369094259562877,8354.97,1,-1.0623683937425228,1.4580981551881096,0,-1.5784347752592403,0,0,-1.0007204647119894,-1.2249674153057941,11,1,1,1.7176268356553652,1,1
5,9,1,21,646,0,-1.109794526514458,-1.4272890317919362,5500.85,0,-1.352039394081316,-0.2994230250780034,0,-0.1335707946981989,2,0,-1.400539529560696,-1.6090379655516458,12,3,1,0.14782880404715246,0,2
7,6,2,10,78,3,-1.007633770891985,-0.4703061732846288,2479.88,1,-0.01955279252286862,0.8722577617660718,2,0.6576642422757043,1,0,-1.5338125511769314,-1.737061482300263,6,1,1,0.8311526531001393,1,0
6,2,0,13,619,5,1.3170133053842574,1.4626440137321903,9214.29,0,-1.5258419942845916,0.28641736834403425,1,-0.7527982149386451,1,0,1.664739967612721,1.33550291966655,1,2,1,0.7572798045538705,0,1
4,0,0,40,448,5,1.082274076882797,0.8632020069330771,9586.76,1,-1.1203025938102815,-0.885263418500041,2,-0.9936088783654855,1,2,-1.5338125511769314,-1.4810144488030286,12,0,1,-0.4800904085961323,1,1
8,7,3,35,662,0,0.427477982944369,-0.4541841067417365,2079.52,0,-0.13542119265838526,0.8722577617660718,0,0.8640733823558532,1,1,1.1316478811477788,0.9514323694206984,10,0,1,0.8680890773732738,0,0
1,9,0,15,317,3,-1.598687110575866,-0.8586810034332112,7421.26,1,0.7335918083579931,1.4580981551881096,1,1.3800962325562252,1,0,-1.400539529560696,-1.6090379655516458,9,1,1,1.1451122594217817,1,0
8,5,3,36,686,5,-1.3531078241680259,-0.1815752557159865,9331.56,0,0.09631560761264865,-0.2994230250780034,2,-0.8904043083254111,2,11,1.1316478811477788,2.2316675369068704,6,6,1,-0.3138764993670275,0,1
5,6,0,1,79,0,-0.7884599725155709,-0.42511106768440554,2657.74,1,-1.6996445944878675,1.4580981551881096,0,-0.6151921215518793,2,5,-0.7341744214795183,-0.3288027980654737,2,3,1,1.9207771691576043,1,1
5,9,0,3,851,3,-1.309244908498181,1.357261262844119,3712.66,0,0.32805240788368323,0.28641736834403425,2,0.6232627189290132,0,0,-1.1339934863282248,-1.3529909320544113,3,4,1,0.1662970161837197,0,0
3,6,1,6,546,4,1.0229424284429671,-0.0043588062497271814,6070.7,0,-1.467907794216833,-0.2994230250780034,0,0.14164139207533277,0,0,1.5314669459964856,1.2074794029179328,3,6,1,0.1847652283202869,0,2
7,1,1,2,836,4,-0.22260980301452038,-1.2922790019610297,3267.42,0,-0.7726973934037302,1.4580981551881096,2,-0.4775860281651136,1,6,0.4652827730666013,0.9514323694206984,4,4,1,1.6252857749725296,0,2
